img_id;marker_type;intensity;folder_name;pose;rvec;tvec;n_valid;corners;ids;rvec_est;tvec_est
1p_2;160.0;10.0;50.0;210.0;1.9268745076764489,-1.9268745076764489,-0.5163044682480217;143.865,22.620000000000005,90.74000000000001;1;2567.0942,1427.3375,2572.3179,1351.5803,2624.094,1349.4338,2617.562,1424.5432;5.0;;
1p_2;160.0;10.0;50.0;220.0;1.8167914428100655,-1.8167914428100655,-0.6612580070524107;143.865,22.620000000000005,90.74000000000001;1;2561.1626,1426.3301,2567.6326,1350.9087,2622.512,1350.2224,2616.46,1425.3965;5.0;;
1p_2;160.0;10.0;50.0;230.0;1.702124139177739,-1.702124139177739,-0.7937135212290641;143.865,22.620000000000005,90.74000000000001;1;2557.3037,1425.0935,2563.5967,1349.9623,2620.2202,1350.7861,2614.0586,1426.3785;5.0;;
1p_2;160.0;10.0;50.0;240.0;1.5835145342643517,-1.5835145342643517,-0.9142425426232077;143.865,22.620000000000005,90.74000000000001;1;2554.6074,1424.3052,2559.6904,1349.0062,2616.7605,1351.0543,2611.1252,1427.4487;5.0;;
1p_2;160.0;10.0;50.0;250.0;1.4615151460729763,-1.4615151460729763,-1.023363922487963;143.865,22.620000000000005,90.74000000000001;1;2552.1536,1422.5101,2557.307,1348.3585,2612.689,1350.8925,2606.8967,1428.3262;5.0;;
1p_2;210.0;10.0;50.0;110.0;-1.4615151460729765,1.4615151460729767,-1.0233639224879634;143.865,72.62,90.74000000000001;0;;;;
1p_2;210.0;10.0;50.0;120.0;-1.5835145342643513,1.5835145342643513,-0.914242542623208;143.865,72.62,90.74000000000001;0;;;;
1p_2;210.0;10.0;50.0;130.0;-1.7021241391777393,1.7021241391777393,-0.7937135212290645;143.865,72.62,90.74000000000001;0;;;;
1p_2;210.0;10.0;50.0;140.0;-1.8167914428100647,1.8167914428100647,-0.6612580070524112;143.865,72.62,90.74000000000001;0;;;;
1p_2;210.0;10.0;50.0;150.0;-1.926874507676449,1.9268745076764493,-0.5163044682480216;143.865,72.62,90.74000000000001;0;;;;
1p_2;210.0;10.0;50.0;160.0;-2.0316234541167613,2.0316234541167613,-0.35823002960091005;143.865,72.62,90.74000000000001;0;;;;
1p_2;210.0;10.0;50.0;170.0;-2.1301581545216086,2.1301581545216086,-0.18636469003794207;143.865,72.62,90.74000000000001;1;2529.2961,1726.8127,2548.0664,1663.4237,2576.175,1643.3613,2559.1677,1704.5294;5.0;;
1p_2;210.0;10.0;50.0;180.0;2.221441469079183,-2.221441469079183,0.0;143.865,72.62,90.74000000000001;0;;;;
1p_2;210.0;10.0;50.0;190.0;2.1301581545216086,-2.1301581545216086,-0.18636469003794462;143.865,72.62,90.74000000000001;1;2517.9614,1724.2332,2536.34,1662.2958,2577.7646,1649.1985,2561.223,1709.6462;5.0;;
1p_2;210.0;10.0;50.0;200.0;2.0316234541167617,-2.0316234541167617,-0.358230029600911;143.865,72.62,90.74000000000001;0;;;;
1p_2;210.0;10.0;50.0;210.0;1.9268745076764489,-1.9268745076764489,-0.5163044682480217;143.865,72.62,90.74000000000001;0;;;;
1p_2;210.0;10.0;50.0;220.0;1.8167914428100655,-1.8167914428100655,-0.6612580070524107;143.865,72.62,90.74000000000001;0;;;;
1p_2;210.0;10.0;50.0;230.0;1.702124139177739,-1.702124139177739,-0.7937135212290641;143.865,72.62,90.74000000000001;1;2501.4783,1715.326,2517.5046,1653.3103,2571.541,1657.501,2554.3289,1719.8347;5.0;;
1p_2;210.0;10.0;50.0;240.0;1.5835145342643517,-1.5835145342643517,-0.9142425426232077;143.865,72.62,90.74000000000001;1;2498.7483,1712.551,2515.2747,1650.072,2567.6504,1658.6969,2550.5457,1721.8943;5.0;;
1p_2;210.0;10.0;50.0;250.0;1.4615151460729763,-1.4615151460729763,-1.023363922487963;143.865,72.62,90.74000000000001;1;2497.6345,1709.5094,2513.4658,1647.3771,2563.848,1660.1328,2546.627,1723.6669;5.0;;
1p_2;260.0;10.0;50.0;110.0;-1.4615151460729765,1.4615151460729767,-1.0233639224879634;143.865,122.62,90.74000000000001;0;;;;
1p_2;260.0;10.0;50.0;120.0;-1.5835145342643513,1.5835145342643513,-0.914242542623208;143.865,122.62,90.74000000000001;0;;;;
1p_2;260.0;10.0;50.0;130.0;-1.7021241391777393,1.7021241391777393,-0.7937135212290645;143.865,122.62,90.74000000000001;0;;;;
1p_2;260.0;10.0;50.0;140.0;-1.8167914428100647,1.8167914428100647,-0.6612580070524112;143.865,122.62,90.74000000000001;0;;;;
1p_2;260.0;10.0;50.0;150.0;-1.926874507676449,1.9268745076764493,-0.5163044682480216;143.865,122.62,90.74000000000001;0;;;;
1p_2;260.0;10.0;50.0;160.0;-2.0316234541167613,2.0316234541167613,-0.35823002960091005;143.865,122.62,90.74000000000001;0;;;;
1p_2;260.0;10.0;50.0;170.0;-2.1301581545216086,2.1301581545216086,-0.18636469003794207;143.865,122.62,90.74000000000001;1;2439.5293,1953.5845,2461.9988,1908.0964,2494.1997,1883.2808,2473.0,1929.0;5.0;;
1p_2;260.0;10.0;50.0;180.0;2.221441469079183,-2.221441469079183,0.0;143.865,122.62,90.74000000000001;1;2435.2131,1952.5084,2456.6653,1907.541,2493.8374,1888.0953,2475.1602,1929.7805;5.0;;
1p_2;260.0;10.0;50.0;190.0;2.1301581545216086,-2.1301581545216086,-0.18636469003794462;143.865,122.62,90.74000000000001;1;2429.9011,1951.2435,2451.918,1905.713,2493.835,1890.0394,2473.4502,1935.6146;5.0;;
1p_2;260.0;10.0;50.0;200.0;2.0316234541167617,-2.0316234541167617,-0.358230029600911;143.865,122.62,90.74000000000001;0;;;;
1p_2;260.0;10.0;50.0;210.0;1.9268745076764489,-1.9268745076764489,-0.5163044682480217;143.865,122.62,90.74000000000001;0;;;;
1p_2;260.0;10.0;50.0;220.0;1.8167914428100655,-1.8167914428100655,-0.6612580070524107;143.865,122.62,90.74000000000001;0;;;;
1p_2;260.0;10.0;50.0;230.0;1.702124139177739,-1.702124139177739,-0.7937135212290641;143.865,122.62,90.74000000000001;0;;;;
1p_2;260.0;10.0;50.0;240.0;1.5835145342643517,-1.5835145342643517,-0.9142425426232077;143.865,122.62,90.74000000000001;1;2415.683,1936.3763,2435.922,1891.155,2481.34,1903.2534,2460.2952,1949.307;5.0;;
1p_2;260.0;10.0;50.0;250.0;1.4615151460729763,-1.4615151460729763,-1.023363922487963;143.865,122.62,90.74000000000001;1;2415.7407,1932.2946,2435.0737,1886.8954,2477.0154,1904.5577,2456.1077,1951.2527;5.0;;
1p_2;260.0;60.0;50.0;110.0;-1.4615151460729765,1.4615151460729767,-1.0233639224879634;93.86500000000001,122.62,90.74000000000001;0;;;;
1p_2;260.0;60.0;50.0;120.0;-1.5835145342643513,1.5835145342643513,-0.914242542623208;93.86500000000001,122.62,90.74000000000001;0;;;;
1p_2;260.0;60.0;50.0;130.0;-1.7021241391777393,1.7021241391777393,-0.7937135212290645;93.86500000000001,122.62,90.74000000000001;0;;;;
1p_2;260.0;60.0;50.0;140.0;-1.8167914428100647,1.8167914428100647,-0.6612580070524112;93.86500000000001,122.62,90.74000000000001;0;;;;
1p_2;260.0;60.0;50.0;150.0;-1.926874507676449,1.9268745076764493,-0.5163044682480216;93.86500000000001,122.62,90.74000000000001;0;;;;
1p_2;260.0;60.0;50.0;160.0;-2.0316234541167613,2.0316234541167613,-0.35823002960091005;93.86500000000001,122.62,90.74000000000001;1;2240.0,2053.0,2261.9397,2009.489,2304.0,1977.0,2285.0,2019.0;5.0;;
1p_2;260.0;60.0;50.0;170.0;-2.1301581545216086,2.1301581545216086,-0.18636469003794207;93.86500000000001,122.62,90.74000000000001;1;2233.2432,2051.6277,2254.295,2008.3921,2305.4045,1980.3442,2283.1135,2025.453;5.0;;
1p_2;260.0;60.0;50.0;180.0;2.221441469079183,-2.221441469079183,0.0;93.86500000000001,122.62,90.74000000000001;0;;;;
1p_2;260.0;60.0;50.0;190.0;2.1301581545216086,-2.1301581545216086,-0.18636469003794462;93.86500000000001,122.62,90.74000000000001;0;;;;
1p_2;260.0;60.0;50.0;200.0;2.0316234541167617,-2.0316234541167617,-0.358230029600911;93.86500000000001,122.62,90.74000000000001;0;;;;
1p_2;260.0;60.0;50.0;210.0;1.9268745076764489,-1.9268745076764489,-0.5163044682480217;93.86500000000001,122.62,90.74000000000001;1;2213.9644,2039.9894,2233.5664,1997.0011,2296.4631,1997.681,2275.5586,2041.3022;5.0;;
1p_2;260.0;60.0;50.0;220.0;1.8167914428100655,-1.8167914428100655,-0.6612580070524107;93.86500000000001,122.62,90.74000000000001;1;2211.5176,2035.9185,2230.4363,1992.2389,2292.7327,1999.9896,2271.3313,2044.0157;5.0;;
1p_2;260.0;60.0;50.0;230.0;1.702124139177739,-1.702124139177739,-0.7937135212290641;93.86500000000001,122.62,90.74000000000001;1;2210.243,2031.5826,2229.0144,1987.1703,2287.607,2002.2551,2266.4438,2047.1523;5.0;;
1p_2;260.0;60.0;50.0;240.0;1.5835145342643517,-1.5835145342643517,-0.9142425426232077;93.86500000000001,122.62,90.74000000000001;1;2209.985,2026.67,2228.652,1982.053,2281.7615,2004.0293,2260.586,2049.7612;5.0;;
1p_2;260.0;60.0;50.0;250.0;1.4615151460729763,-1.4615151460729763,-1.023363922487963;93.86500000000001,122.62,90.74000000000001;1;2211.1965,2022.6548,2230.1128,1976.8542,2275.4792,2004.6234,2254.3923,2051.355;5.0;;
1p_2;210.0;60.0;50.0;110.0;-1.4615151460729765,1.4615151460729767,-1.0233639224879634;93.86500000000001,72.62,90.74000000000001;0;;;;
1p_2;210.0;60.0;50.0;120.0;-1.5835145342643513,1.5835145342643513,-0.914242542623208;93.86500000000001,72.62,90.74000000000001;0;;;;
1p_2;210.0;60.0;50.0;130.0;-1.7021241391777393,1.7021241391777393,-0.7937135212290645;93.86500000000001,72.62,90.74000000000001;0;;;;
1p_2;210.0;60.0;50.0;140.0;-1.8167914428100647,1.8167914428100647,-0.6612580070524112;93.86500000000001,72.62,90.74000000000001;0;;;;
1p_2;210.0;60.0;50.0;150.0;-1.926874507676449,1.9268745076764493,-0.5163044682480216;93.86500000000001,72.62,90.74000000000001;0;;;;
1p_2;210.0;60.0;50.0;160.0;-2.0316234541167613,2.0316234541167613,-0.35823002960091005;93.86500000000001,72.62,90.74000000000001;1;2335.1558,1817.709,2356.0,1749.0,2395.8057,1719.9669,2376.0,1787.0;5.0;;
1p_2;210.0;60.0;50.0;170.0;-2.1301581545216086,2.1301581545216086,-0.18636469003794207;93.86500000000001,72.62,90.74000000000001;1;2327.6677,1816.8939,2349.0322,1747.542,2397.401,1723.7351,2377.4487,1791.2875;5.0;;
1p_2;210.0;60.0;50.0;180.0;2.221441469079183,-2.221441469079183,0.0;93.86500000000001,72.62,90.74000000000001;0;;;;
1p_2;210.0;60.0;50.0;190.0;2.1301581545216086,-2.1301581545216086,-0.18636469003794462;93.86500000000001,72.62,90.74000000000001;1;2314.6843,1812.9497,2333.1035,1744.2035,2397.4302,1730.8619,2377.5085,1798.5098;5.0;;
1p_2;210.0;60.0;50.0;200.0;2.0316234541167617,-2.0316234541167617,-0.358230029600911;93.86500000000001,72.62,90.74000000000001;1;2307.2896,1810.2919,2326.72,1741.9979,2395.5974,1734.592,2375.4192,1802.174;5.0;;
1p_2;210.0;60.0;50.0;210.0;1.9268745076764489,-1.9268745076764489,-0.5163044682480217;93.86500000000001,72.62,90.74000000000001;1;2301.8838,1806.7981,2320.7324,1738.5885,2392.7842,1737.4794,2372.6619,1805.6328;5.0;;
1p_2;210.0;60.0;50.0;220.0;1.8167914428100655,-1.8167914428100655,-0.6612580070524107;93.86500000000001,72.62,90.74000000000001;1;2298.2424,1802.7599,2316.4026,1733.99,2388.8555,1740.0969,2368.5354,1808.9355;5.0;;
1p_2;210.0;60.0;50.0;230.0;1.702124139177739,-1.702124139177739,-0.7937135212290641;93.86500000000001,72.62,90.74000000000001;1;2296.016,1798.9921,2313.1917,1730.1859,2384.1147,1741.7346,2363.4492,1811.814;5.0;;
1p_2;210.0;60.0;50.0;240.0;1.5835145342643517,-1.5835145342643517,-0.9142425426232077;93.86500000000001,72.62,90.74000000000001;1;2294.6672,1794.7715,2311.946,1725.8972,2378.0833,1743.4376,2357.8682,1814.1458;5.0;;
1p_2;210.0;60.0;50.0;250.0;1.4615151460729763,-1.4615151460729763,-1.023363922487963;93.86500000000001,72.62,90.74000000000001;1;2294.4873,1790.4497,2311.4358,1721.4897,2371.4614,1744.3695,2351.0227,1816.0139;5.0;;
1p_2;160.0;60.0;50.0;110.0;-1.4615151460729765,1.4615151460729767,-1.0233639224879634;93.86500000000001,22.620000000000005,90.74000000000001;0;;;;
1p_2;160.0;60.0;50.0;120.0;-1.5835145342643513,1.5835145342643513,-0.914242542623208;93.86500000000001,22.620000000000005,90.74000000000001;0;;;;
1p_2;160.0;60.0;50.0;130.0;-1.7021241391777393,1.7021241391777393,-0.7937135212290645;93.86500000000001,22.620000000000005,90.74000000000001;0;;;;
1p_2;160.0;60.0;50.0;140.0;-1.8167914428100647,1.8167914428100647,-0.6612580070524112;93.86500000000001,22.620000000000005,90.74000000000001;0;;;;
1p_2;160.0;60.0;50.0;150.0;-1.926874507676449,1.9268745076764493,-0.5163044682480216;93.86500000000001,22.620000000000005,90.74000000000001;1;2417.3477,1473.0234,2426.1865,1378.8782,2448.1936,1368.945,2439.903,1456.6724;5.0;;
1p_2;160.0;60.0;50.0;160.0;-2.0316234541167613,2.0316234541167613,-0.35823002960091005;93.86500000000001,22.620000000000005,90.74000000000001;1;2408.16,1473.89,2417.3167,1379.5656,2451.9321,1370.0216,2443.5913,1458.3726;5.0;;
1p_2;160.0;60.0;50.0;170.0;-2.1301581545216086,2.1301581545216086,-0.18636469003794207;93.86500000000001,22.620000000000005,90.74000000000001;1;2399.532,1473.2582,2408.2185,1379.6956,2454.833,1371.0101,2446.5652,1459.7042;5.0;;
1p_2;160.0;60.0;50.0;180.0;2.221441469079183,-2.221441469079183,0.0;93.86500000000001,22.620000000000005,90.74000000000001;1;2391.013,1472.3574,2399.5562,1379.4012,2456.4858,1372.5087,2448.0945,1461.5713;5.0;;
1p_2;160.0;60.0;50.0;190.0;2.1301581545216086,-2.1301581545216086,-0.18636469003794462;93.86500000000001,22.620000000000005,90.74000000000001;1;2383.0789,1471.497,2390.4897,1379.5859,2456.7039,1373.4065,2448.5198,1463.3392;5.0;;
1p_2;160.0;60.0;50.0;200.0;2.0316234541167617,-2.0316234541167617,-0.358230029600911;93.86500000000001,22.620000000000005,90.74000000000001;1;2375.2915,1470.3489,2382.9055,1378.1995,2455.557,1374.3547,2447.3633,1465.413;5.0;;
1p_2;160.0;60.0;50.0;210.0;1.9268745076764489,-1.9268745076764489,-0.5163044682480217;93.86500000000001,22.620000000000005,90.74000000000001;1;2368.7966,1468.4525,2376.4182,1376.9933,2453.3567,1375.4271,2445.4805,1466.8074;5.0;;
1p_2;160.0;60.0;50.0;220.0;1.8167914428100655,-1.8167914428100655,-0.6612580070524107;93.86500000000001,22.620000000000005,90.74000000000001;1;2363.831,1466.9197,2370.233,1376.0983,2449.713,1376.0513,2441.9895,1468.4918;5.0;;
1p_2;160.0;60.0;50.0;230.0;1.702124139177739,-1.702124139177739,-0.7937135212290641;93.86500000000001,22.620000000000005,90.74000000000001;1;2359.921,1465.0165,2366.4941,1374.0026,2445.1702,1376.6278,2437.345,1470.1243;5.0;;
1p_2;160.0;60.0;50.0;240.0;1.5835145342643517,-1.5835145342643517,-0.9142425426232077;93.86500000000001,22.620000000000005,90.74000000000001;1;2357.586,1463.1699,2363.7007,1372.7643,2439.2805,1376.9358,2431.6028,1471.3671;5.0;;
1p_2;160.0;60.0;50.0;250.0;1.4615151460729763,-1.4615151460729763,-1.023363922487963;93.86500000000001,22.620000000000005,90.74000000000001;1;2356.5242,1460.6156,2362.6245,1371.2717,2432.4912,1377.4619,2425.3083,1472.4703;5.0;;
1p_2;110.0;60.0;50.0;110.0;-1.4615151460729765,1.4615151460729767,-1.0233639224879634;93.86500000000001,-27.379999999999995,90.74000000000001;0;;;;
1p_2;110.0;60.0;50.0;120.0;-1.5835145342643513,1.5835145342643513,-0.914242542623208;93.86500000000001,-27.379999999999995,90.74000000000001;0;;;;
1p_2;110.0;60.0;50.0;130.0;-1.7021241391777393,1.7021241391777393,-0.7937135212290645;93.86500000000001,-27.379999999999995,90.74000000000001;0;;;;
1p_2;110.0;60.0;50.0;140.0;-1.8167914428100647,1.8167914428100647,-0.6612580070524112;93.86500000000001,-27.379999999999995,90.74000000000001;0;;;;
1p_2;110.0;60.0;50.0;150.0;-1.926874507676449,1.9268745076764493,-0.5163044682480216;93.86500000000001,-27.379999999999995,90.74000000000001;1;2419.0627,1066.1409,2408.56,973.9554,2432.1172,990.6495,2441.3577,1077.238;5.0;;
1p_2;110.0;60.0;50.0;160.0;-2.0316234541167613,2.0316234541167613,-0.35823002960091005;93.86500000000001,-27.379999999999995,90.74000000000001;1;2410.8733,1066.3914,2399.9353,973.7139,2435.4204,988.72345,2445.3938,1076.2916;5.0;;
1p_2;110.0;60.0;50.0;170.0;-2.1301581545216086,2.1301581545216086,-0.18636469003794207;93.86500000000001,-27.379999999999995,90.74000000000001;1;2401.781,1066.663,2390.8376,974.5803,2437.967,986.825,2448.243,1074.9568;5.0;;
1p_2;110.0;60.0;50.0;180.0;2.221441469079183,-2.221441469079183,0.0;93.86500000000001,-27.379999999999995,90.74000000000001;1;2393.333,1067.8394,2382.036,975.53925,2439.388,984.8506,2449.918,1073.4248;5.0;;
1p_2;110.0;60.0;50.0;190.0;2.1301581545216086,-2.1301581545216086,-0.18636469003794462;93.86500000000001,-27.379999999999995,90.74000000000001;1;2386.8257,1069.0812,2373.6577,976.6327,2439.5652,982.59717,2450.5088,1072.384;5.0;;
1p_2;110.0;60.0;50.0;200.0;2.0316234541167617,-2.0316234541167617,-0.358230029600911;93.86500000000001,-27.379999999999995,90.74000000000001;1;2379.1726,1070.3699,2366.372,978.6625,2438.149,980.58167,2449.5635,1071.3259;5.0;;
1p_2;110.0;60.0;50.0;210.0;1.9268745076764489,-1.9268745076764489,-0.5163044682480217;93.86500000000001,-27.379999999999995,90.74000000000001;1;2372.3313,1070.9525,2359.5562,980.3755,2436.3684,979.3001,2447.4912,1070.2688;5.0;;
1p_2;110.0;60.0;50.0;220.0;1.8167914428100655,-1.8167914428100655,-0.6612580070524107;93.86500000000001,-27.379999999999995,90.74000000000001;1;2365.8496,1073.1127,2354.7126,982.738,2432.3748,977.6334,2444.1313,1069.2206;5.0;;
1p_2;110.0;60.0;50.0;230.0;1.702124139177739,-1.702124139177739,-0.7937135212290641;93.86500000000001,-27.379999999999995,90.74000000000001;1;2362.0046,1074.3729,2350.5962,985.2676,2427.3127,975.97107,2439.641,1068.3749;5.0;;
1p_2;110.0;60.0;50.0;240.0;1.5835145342643517,-1.5835145342643517,-0.9142425426232077;93.86500000000001,-27.379999999999995,90.74000000000001;1;2359.3518,1076.2551,2348.5242,987.05524,2421.2417,974.8538,2433.9673,1068.1685;5.0;;
1p_2;110.0;60.0;50.0;250.0;1.4615151460729763,-1.4615151460729763,-1.023363922487963;93.86500000000001,-27.379999999999995,90.74000000000001;1;2358.5505,1077.8885,2347.6392,989.34076,2415.0256,974.02924,2427.5767,1067.6409;5.0;;
1p_2;110.0;110.0;50.0;110.0;-1.4615151460729765,1.4615151460729767,-1.0233639224879634;43.86500000000001,-27.379999999999995,90.74000000000001;0;;;;
1p_2;110.0;110.0;50.0;120.0;-1.5835145342643513,1.5835145342643513,-0.914242542623208;43.86500000000001,-27.379999999999995,90.74000000000001;0;;;;
1p_2;110.0;110.0;50.0;130.0;-1.7021241391777393,1.7021241391777393,-0.7937135212290645;43.86500000000001,-27.379999999999995,90.74000000000001;1;2111.0718,1029.1693,2100.984,919.5498,2130.0,946.0,2142.9746,1046.6141;5.0;;
1p_2;110.0;110.0;50.0;140.0;-1.8167914428100647,1.8167914428100647,-0.6612580070524112;43.86500000000001,-27.379999999999995,90.74000000000001;1;2099.3193,1029.1815,2089.4219,919.12463,2135.3865,943.89996,2144.4612,1046.4556;5.0;;
1p_2;110.0;110.0;50.0;150.0;-1.926874507676449,1.9268745076764493,-0.5163044682480216;43.86500000000001,-27.379999999999995,90.74000000000001;1;2087.3044,1029.5195,2077.2368,919.61127,2139.277,941.3846,2148.5046,1044.4202;5.0;;
1p_2;110.0;110.0;50.0;160.0;-2.0316234541167613,2.0316234541167613,-0.35823002960091005;43.86500000000001,-27.379999999999995,90.74000000000001;1;2075.3433,1030.5126,2065.1213,920.80835,2141.1963,938.50397,2151.3472,1042.2549;5.0;;
1p_2;110.0;110.0;50.0;170.0;-2.1301581545216086,2.1301581545216086,-0.18636469003794207;43.86500000000001,-27.379999999999995,90.74000000000001;1;2065.4783,1032.031,2053.578,922.5335,2141.883,935.4668,2152.1714,1040.2931;5.0;;
1p_2;110.0;110.0;50.0;180.0;2.221441469079183,-2.221441469079183,0.0;43.86500000000001,-27.379999999999995,90.74000000000001;1;2053.9072,1033.4005,2043.8164,924.9968,2140.3445,932.4695,2151.5671,1038.3267;5.0;;
1p_2;110.0;110.0;50.0;190.0;2.1301581545216086,-2.1301581545216086,-0.18636469003794462;43.86500000000001,-27.379999999999995,90.74000000000001;1;2045.4032,1035.1256,2034.7012,927.91,2137.4634,929.6592,2148.5376,1036.3688;5.0;;
1p_2;110.0;110.0;50.0;200.0;2.0316234541167617,-2.0316234541167617,-0.358230029600911;43.86500000000001,-27.379999999999995,90.74000000000001;1;2038.0046,1037.5784,2028.0815,931.1133,2132.8315,927.1429,2144.4695,1034.5198;5.0;;
1p_2;110.0;110.0;50.0;210.0;1.9268745076764489,-1.9268745076764489,-0.5163044682480217;43.86500000000001,-27.379999999999995,90.74000000000001;1;2032.7278,1040.163,2023.0198,934.3103,2126.129,924.60205,2138.3928,1033.3141;5.0;;
1p_2;110.0;110.0;50.0;220.0;1.8167914428100655,-1.8167914428100655,-0.6612580070524107;43.86500000000001,-27.379999999999995,90.74000000000001;1;2029.5486,1042.5503,2019.6086,937.6924,2118.3567,922.5807,2130.8481,1031.9857;5.0;;
1p_2;110.0;110.0;50.0;230.0;1.702124139177739,-1.702124139177739,-0.7937135212290641;43.86500000000001,-27.379999999999995,90.74000000000001;1;2028.4608,1045.188,2018.4781,940.7248,2109.4307,921.04297,2122.2812,1031.5078;5.0;;
1p_2;110.0;110.0;50.0;240.0;1.5835145342643517,-1.5835145342643517,-0.9142425426232077;43.86500000000001,-27.379999999999995,90.74000000000001;1;2029.1208,1047.4275,2019.3976,944.02686,2099.3276,920.1346,2112.4287,1030.9133;5.0;;
1p_2;110.0;110.0;50.0;250.0;1.4615151460729763,-1.4615151460729763,-1.023363922487963;43.86500000000001,-27.379999999999995,90.74000000000001;1;2031.979,1049.6549,2022.379,946.8454,2089.2754,919.8245,2101.8916,1030.8577;5.0;;
1p_2;160.0;110.0;50.0;110.0;-1.4615151460729765,1.4615151460729767,-1.0233639224879634;43.86500000000001,22.620000000000005,90.74000000000001;0;;;;
1p_2;160.0;110.0;50.0;120.0;-1.5835145342643513,1.5835145342643513,-0.914242542623208;43.86500000000001,22.620000000000005,90.74000000000001;0;;;;
1p_2;160.0;110.0;50.0;130.0;-1.7021241391777393,1.7021241391777393,-0.7937135212290645;43.86500000000001,22.620000000000005,90.74000000000001;1;2108.748,1522.8335,2117.177,1409.7493,2145.0,1393.0,2137.0,1497.0;5.0;;
1p_2;160.0;110.0;50.0;140.0;-1.8167914428100647,1.8167914428100647,-0.6612580070524112;43.86500000000001,22.620000000000005,90.74000000000001;1;2096.9382,1523.7563,2105.1284,1410.3656,2150.3538,1394.8604,2142.9348,1499.3942;5.0;;
1p_2;160.0;110.0;50.0;150.0;-1.926874507676449,1.9268745076764493,-0.5163044682480216;43.86500000000001,22.620000000000005,90.74000000000001;1;2084.628,1523.5453,2092.4587,1410.6488,2154.5933,1396.461,2147.0515,1501.4712;5.0;;
1p_2;160.0;110.0;50.0;160.0;-2.0316234541167613,2.0316234541167613,-0.35823002960091005;43.86500000000001,22.620000000000005,90.74000000000001;1;2073.01,1522.7979,2079.9172,1410.6083,2157.2383,1398.1809,2149.4856,1504.1825;5.0;;
1p_2;160.0;110.0;50.0;170.0;-2.1301581545216086,2.1301581545216086,-0.18636469003794207;43.86500000000001,22.620000000000005,90.74000000000001;1;2061.7805,1521.3733,2068.3582,1409.5403,2157.775,1399.6882,2150.2146,1506.733;5.0;;
1p_2;160.0;110.0;50.0;180.0;2.221441469079183,-2.221441469079183,0.0;43.86500000000001,22.620000000000005,90.74000000000001;1;2051.7092,1519.5092,2057.7231,1408.3944,2156.6162,1401.486,2149.4688,1509.2047;5.0;;
1p_2;160.0;110.0;50.0;190.0;2.1301581545216086,-2.1301581545216086,-0.18636469003794462;43.86500000000001,22.620000000000005,90.74000000000001;1;2042.9531,1517.2537,2048.3608,1407.3246,2153.8125,1402.9219,2146.5322,1512.3561;5.0;;
1p_2;160.0;110.0;50.0;200.0;2.0316234541167617,-2.0316234541167617,-0.358230029600911;43.86500000000001,22.620000000000005,90.74000000000001;1;2035.9462,1514.6995,2040.9537,1405.4849,2149.3184,1404.4402,2142.4055,1514.5399;5.0;;
1p_2;160.0;110.0;50.0;210.0;1.9268745076764489,-1.9268745076764489,-0.5163044682480217;43.86500000000001,22.620000000000005,90.74000000000001;1;2031.1138,1511.8749,2035.4309,1403.4552,2142.8872,1405.6711,2136.36,1516.8551;5.0;;
1p_2;160.0;110.0;50.0;220.0;1.8167914428100655,-1.8167914428100655,-0.6612580070524107;43.86500000000001,22.620000000000005,90.74000000000001;1;2027.9855,1509.0239,2032.1086,1401.4016,2134.9236,1406.8611,2128.7275,1518.7981;5.0;;
1p_2;160.0;110.0;50.0;230.0;1.702124139177739,-1.702124139177739,-0.7937135212290641;43.86500000000001,22.620000000000005,90.74000000000001;1;2026.7498,1506.114,2030.4916,1399.4403,2126.1907,1407.3647,2120.3389,1520.5449;5.0;;
1p_2;160.0;110.0;50.0;240.0;1.5835145342643517,-1.5835145342643517,-0.9142425426232077;43.86500000000001,22.620000000000005,90.74000000000001;1;2027.5511,1503.2546,2031.2231,1397.3567,2115.716,1407.8232,2110.1985,1521.8796;5.0;;
1p_2;160.0;110.0;50.0;250.0;1.4615151460729763,-1.4615151460729763,-1.023363922487963;43.86500000000001,22.620000000000005,90.74000000000001;1;2030.5319,1500.5338,2034.1763,1395.4061,2105.083,1408.2294,2099.6294,1522.4407;5.0;;
1p_2;210.0;110.0;50.0;110.0;-1.4615151460729765,1.4615151460729767,-1.0233639224879634;43.86500000000001,72.62,90.74000000000001;0;;;;
1p_2;210.0;110.0;50.0;120.0;-1.5835145342643513,1.5835145342643513,-0.914242542623208;43.86500000000001,72.62,90.74000000000001;0;;;;
1p_2;210.0;110.0;50.0;130.0;-1.7021241391777393,1.7021241391777393,-0.7937135212290645;43.86500000000001,72.62,90.74000000000001;1;2045.4551,1908.7263,2063.0,1835.0,2097.0,1788.0,2080.596,1861.062;5.0;;
1p_2;210.0;110.0;50.0;140.0;-1.8167914428100647,1.8167914428100647,-0.6612580070524112;43.86500000000001,72.62,90.74000000000001;1;2035.4386,1908.759,2052.176,1835.6813,2100.643,1794.1951,2084.003,1866.0109;5.0;;
1p_2;210.0;110.0;50.0;150.0;-1.926874507676449,1.9268745076764493,-0.5163044682480216;43.86500000000001,72.62,90.74000000000001;1;2025.0239,1907.9818,2041.058,1835.8011,2103.5696,1798.5222,2086.9214,1869.9965;5.0;;
