img_id;marker_type;intensity;folder_name;pose;rvec;tvec;n_valid;corners;ids;rvec_est;tvec_est
1p_2;110.0;110.0;100.0;160.0;-2.0316234541167613,2.0316234541167613,-0.35823002960091005;43.86500000000001,-27.379999999999995,140.74;1;1938.7822,1096.413,1934.8934,1018.40015,1996.5332,1025.6808,2000.553,1101.1797;5.0;;
1p_2;110.0;110.0;100.0;170.0;-2.1301581545216086,2.1301581545216086,-0.18636469003794207;43.86500000000001,-27.379999999999995,140.74;1;1931.5388,1097.2913,1927.1411,1019.44293,1996.0846,1023.84045,2000.059,1099.989;5.0;;
1p_2;110.0;110.0;100.0;180.0;2.221441469079183,-2.221441469079183,0.0;43.86500000000001,-27.379999999999995,140.74;1;1925.1055,1098.195,1920.6503,1020.72766,1994.075,1022.5454,1998.4089,1099.1522;5.0;;
1p_2;110.0;110.0;100.0;190.0;2.1301581545216086,-2.1301581545216086,-0.18636469003794462;43.86500000000001,-27.379999999999995,140.74;1;1919.4083,1099.2242,1914.9888,1022.3909,1990.9243,1021.4183,1995.4824,1098.1978;5.0;;
1p_2;110.0;110.0;100.0;200.0;2.0316234541167617,-2.0316234541167617,-0.358230029600911;43.86500000000001,-27.379999999999995,140.74;1;1915.2396,1100.3793,1911.176,1023.8353,1986.298,1019.8642,1991.3948,1097.3274;5.0;;
1p_2;110.0;110.0;100.0;210.0;1.9268745076764489,-1.9268745076764489,-0.5163044682480217;43.86500000000001,-27.379999999999995,140.74;1;1912.4417,1101.4799,1908.2352,1025.7338,1981.107,1018.8245,1986.2642,1096.6101;5.0;;
1p_2;110.0;110.0;100.0;220.0;1.8167914428100655,-1.8167914428100655,-0.6612580070524107;43.86500000000001,-27.379999999999995,140.74;1;1911.0371,1102.9844,1906.5875,1027.437,1974.5522,1018.10724,1980.0203,1096.3259;5.0;;
1p_2;110.0;110.0;100.0;230.0;1.702124139177739,-1.702124139177739,-0.7937135212290641;43.86500000000001,-27.379999999999995,140.74;1;1911.2043,1104.0435,1906.6794,1028.9368,1967.7054,1017.4509,1973.2772,1096.3115;5.0;;
1p_2;110.0;110.0;100.0;240.0;1.5835145342643517,-1.5835145342643517,-0.9142425426232077;43.86500000000001,-27.379999999999995,140.74;1;1912.7228,1105.3739,1908.4542,1030.6814,1960.3176,1016.9623,1965.971,1096.2502;5.0;;
1p_2;110.0;110.0;100.0;250.0;1.4615151460729763,-1.4615151460729763,-1.023363922487963;43.86500000000001,-27.379999999999995,140.74;1;1915.9056,1106.3668,1911.4554,1032.0348,1952.3512,1017.049,1958.4171,1096.0281;5.0;;
1p_2;160.0;110.0;100.0;110.0;-1.4615151460729765,1.4615151460729767,-1.0233639224879634;43.86500000000001,22.620000000000005,140.74;0;;;;
1p_2;160.0;110.0;100.0;120.0;-1.5835145342643513,1.5835145342643513,-0.914242542623208;43.86500000000001,22.620000000000005,140.74;1;1972.2809,1436.2249,1974.6127,1356.1981,1993.0,1348.0,1990.9141,1421.9586;5.0;;
1p_2;160.0;110.0;100.0;130.0;-1.7021241391777393,1.7021241391777393,-0.7937135212290645;43.86500000000001,22.620000000000005,140.74;1;1964.0831,1436.5419,1966.3275,1356.2074,1997.2784,1348.4604,1994.4448,1423.753;5.0;;
1p_2;160.0;110.0;100.0;140.0;-1.8167914428100647,1.8167914428100647,-0.6612580070524112;43.86500000000001,22.620000000000005,140.74;1;1955.169,1436.4834,1957.4379,1356.644,2000.1788,1349.0157,1997.5829,1424.7963;5.0;;
1p_2;160.0;110.0;100.0;150.0;-1.926874507676449,1.9268745076764493,-0.5163044682480216;43.86500000000001,22.620000000000005,140.74;1;1946.5859,1436.071,1948.8795,1356.6733,2002.3485,1350.1353,1999.5493,1426.1643;5.0;;
1p_2;160.0;110.0;100.0;160.0;-2.0316234541167613,2.0316234541167613,-0.35823002960091005;43.86500000000001,22.620000000000005,140.74;1;1938.4869,1435.5474,1940.5016,1356.5813,2002.8743,1350.874,2000.5186,1427.3116;5.0;;
1p_2;160.0;110.0;100.0;170.0;-2.1301581545216086,2.1301581545216086,-0.18636469003794207;43.86500000000001,22.620000000000005,140.74;1;1931.1089,1434.6362,1932.7166,1355.9119,2002.2858,1352.0514,2000.2262,1428.3755;5.0;;
1p_2;160.0;110.0;100.0;180.0;2.221441469079183,-2.221441469079183,0.0;43.86500000000001,22.620000000000005,140.74;1;1924.5267,1433.537,1925.7461,1355.7378,2000.3275,1352.7595,1998.4409,1429.6061;5.0;;
1p_2;160.0;110.0;100.0;190.0;2.1301581545216086,-2.1301581545216086,-0.18636469003794462;43.86500000000001,22.620000000000005,140.74;1;1919.2324,1432.4967,1920.274,1354.9282,1997.2466,1353.4528,1995.3857,1431.1436;5.0;;
1p_2;160.0;110.0;100.0;200.0;2.0316234541167617,-2.0316234541167617,-0.358230029600911;43.86500000000001,22.620000000000005,140.74;1;1915.1301,1431.2222,1915.9858,1353.9215,1992.635,1354.061,1991.2375,1432.3687;5.0;;
1p_2;160.0;110.0;100.0;210.0;1.9268745076764489,-1.9268745076764489,-0.5163044682480217;43.86500000000001,22.620000000000005,140.74;1;1912.3721,1429.7871,1912.8285,1353.0452,1987.2731,1354.6194,1986.216,1433.4265;5.0;;
1p_2;160.0;110.0;100.0;220.0;1.8167914428100655,-1.8167914428100655,-0.6612580070524107;43.86500000000001,22.620000000000005,140.74;1;1910.8367,1428.3696,1911.4719,1352.0402,1980.9386,1354.8475,1980.0148,1434.3795;5.0;;
1p_2;160.0;110.0;100.0;230.0;1.702124139177739,-1.702124139177739,-0.7937135212290641;43.86500000000001,22.620000000000005,140.74;1;1911.038,1427.2617,1911.3666,1350.906,1974.0488,1355.2273,1973.2834,1435.0632;5.0;;
1p_2;160.0;110.0;100.0;240.0;1.5835145342643517,-1.5835145342643517,-0.9142425426232077;43.86500000000001,22.620000000000005,140.74;1;1912.6277,1425.588,1913.0697,1349.7063,1966.3557,1355.5143,1965.518,1435.8912;5.0;;
1p_2;160.0;110.0;100.0;250.0;1.4615151460729763,-1.4615151460729763,-1.023363922487963;43.86500000000001,22.620000000000005,140.74;1;1915.6243,1424.3572,1915.7974,1348.6149,1958.5547,1355.495,1957.833,1435.8682;5.0;;
1p_2;210.0;110.0;100.0;110.0;-1.4615151460729765,1.4615151460729767,-1.0233639224879634;43.86500000000001,72.62,140.74;0;;;;
1p_2;210.0;110.0;100.0;120.0;-1.5835145342643513,1.5835145342643513,-0.914242542623208;43.86500000000001,72.62,140.74;1;1947.6759,1735.8357,1955.5708,1671.6202,1975.0,1645.0,1968.6615,1705.734;5.0;;
1p_2;210.0;110.0;100.0;130.0;-1.7021241391777393,1.7021241391777393,-0.7937135212290645;43.86500000000001,72.62,140.74;1;1940.0634,1736.564,1947.0469,1673.3445,1978.6823,1647.9908,1971.5162,1709.3457;5.0;;
1p_2;210.0;110.0;100.0;140.0;-1.8167914428100647,1.8167914428100647,-0.6612580070524112;43.86500000000001,72.62,140.74;1;1932.3772,1736.4584,1939.1362,1672.8519,1980.9647,1650.2268,1974.4299,1711.8777;5.0;;
1p_2;210.0;110.0;100.0;150.0;-1.926874507676449,1.9268745076764493,-0.5163044682480216;43.86500000000001,72.62,140.74;1;1924.6375,1735.5787,1930.817,1672.9177,1983.0076,1652.9153,1976.3127,1714.1614;5.0;;
1p_2;210.0;110.0;100.0;160.0;-2.0316234541167613,2.0316234541167613,-0.35823002960091005;43.86500000000001,72.62,140.74;1;1917.0831,1734.165,1923.0299,1672.0068,1983.3237,1656.4474,1976.4005,1717.4261;5.0;;
1p_2;210.0;110.0;100.0;170.0;-2.1301581545216086,2.1301581545216086,-0.18636469003794207;43.86500000000001,72.62,140.74;1;1910.6149,1732.2714,1915.9537,1670.0703,1982.4944,1658.9355,1975.7218,1720.2922;5.0;;
1p_2;210.0;110.0;100.0;180.0;2.221441469079183,-2.221441469079183,0.0;43.86500000000001,72.62,140.74;1;1904.7964,1730.077,1909.6892,1668.4766,1980.4408,1661.378,1973.7372,1723.3555;5.0;;
1p_2;210.0;110.0;100.0;190.0;2.1301581545216086,-2.1301581545216086,-0.18636469003794462;43.86500000000001,72.62,140.74;1;1900.0557,1727.4681,1904.6003,1665.4904,1977.1653,1664.094,1970.7325,1725.792;5.0;;
1p_2;210.0;110.0;100.0;200.0;2.0316234541167617,-2.0316234541167617,-0.358230029600911;43.86500000000001,72.62,140.74;1;1896.3721,1724.1515,1900.7803,1662.5228,1972.9064,1666.0088,1966.4558,1728.5168;5.0;;
1p_2;210.0;110.0;100.0;210.0;1.9268745076764489,-1.9268745076764489,-0.5163044682480217;43.86500000000001,72.62,140.74;1;1894.2556,1721.2845,1897.6985,1659.0244,1967.3545,1667.8479,1961.4688,1730.7719;5.0;;
1p_2;210.0;110.0;100.0;220.0;1.8167914428100655,-1.8167914428100655,-0.6612580070524107;43.86500000000001,72.62,140.74;1;1893.0874,1717.8169,1896.9266,1655.9707,1961.3213,1669.4026,1955.7294,1732.5468;5.0;;
1p_2;210.0;110.0;100.0;230.0;1.702124139177739,-1.702124139177739,-0.7937135212290641;43.86500000000001,72.62,140.74;1;1893.4137,1714.5575,1897.4917,1652.7897,1954.727,1670.3042,1949.3296,1733.923;5.0;;
1p_2;210.0;110.0;100.0;240.0;1.5835145342643517,-1.5835145342643517,-0.9142425426232077;43.86500000000001,72.62,140.74;1;1895.355,1711.5256,1898.7798,1649.7406,1947.4476,1670.4935,1941.9766,1734.5383;5.0;;
1p_2;210.0;110.0;100.0;250.0;1.4615151460729763,-1.4615151460729763,-1.023363922487963;43.86500000000001,72.62,140.74;1;1898.4679,1709.0552,1901.7953,1646.6115,1940.4763,1670.7544,1935.4169,1734.8148;5.0;;
1p_2;260.0;110.0;100.0;110.0;-1.4615151460729765,1.4615151460729767,-1.0233639224879634;43.86500000000001,122.62,140.74;0;;;;
1p_2;260.0;110.0;100.0;120.0;-1.5835145342643513,1.5835145342643513,-0.914242542623208;43.86500000000001,122.62,140.74;1;1915.0552,1957.671,1923.0,1913.0,1943.0,1880.0,1935.0,1924.0;5.0;;
1p_2;260.0;110.0;100.0;130.0;-1.7021241391777393,1.7021241391777393,-0.7937135212290645;43.86500000000001,122.62,140.74;1;1907.0503,1958.2449,1914.7404,1915.1702,1947.5201,1881.8156,1938.4286,1926.2458;5.0;;
1p_2;260.0;110.0;100.0;140.0;-1.8167914428100647,1.8167914428100647,-0.6612580070524112;43.86500000000001,122.62,140.74;1;1899.7653,1958.4019,1907.5823,1914.9047,1948.6284,1886.1444,1940.4261,1930.1865;5.0;;
1p_2;260.0;110.0;100.0;150.0;-1.926874507676449,1.9268745076764493,-0.5163044682480216;43.86500000000001,122.62,140.74;1;1893.7848,1957.2025,1900.9277,1913.6199,1949.6487,1889.7771,1941.6018,1933.0703;5.0;;
1p_2;260.0;110.0;100.0;160.0;-2.0316234541167613,2.0316234541167613,-0.35823002960091005;43.86500000000001,122.62,140.74;1;1886.774,1955.2328,1893.958,1912.527,1949.3436,1893.5111,1941.285,1936.9327;5.0;;
1p_2;260.0;110.0;100.0;170.0;-2.1301581545216086,2.1301581545216086,-0.18636469003794207;43.86500000000001,122.62,140.74;1;1881.3264,1953.3104,1887.3379,1910.9246,1948.2609,1896.7367,1940.4414,1940.3145;5.0;;
1p_2;260.0;110.0;100.0;180.0;2.221441469079183,-2.221441469079183,0.0;43.86500000000001,122.62,140.74;1;1876.5358,1950.6489,1881.9827,1907.8348,1946.257,1900.0894,1938.4548,1943.5343;5.0;;
1p_2;260.0;110.0;100.0;190.0;2.1301581545216086,-2.1301581545216086,-0.18636469003794462;43.86500000000001,122.62,140.74;1;1872.6165,1947.0396,1877.7096,1904.21,1942.8235,1903.981,1935.2617,1946.7263;5.0;;
1p_2;260.0;110.0;100.0;200.0;2.0316234541167617,-2.0316234541167617,-0.358230029600911;43.86500000000001,122.62,140.74;1;1869.5792,1943.8256,1875.077,1900.6953,1938.6177,1906.4397,1931.4252,1949.6013;5.0;;
1p_2;260.0;110.0;100.0;210.0;1.9268745076764489,-1.9268745076764489,-0.5163044682480217;43.86500000000001,122.62,140.74;1;1867.7314,1939.8389,1873.1443,1896.6062,1933.4362,1908.4783,1926.6549,1951.9395;5.0;;
1p_2;260.0;110.0;100.0;220.0;1.8167914428100655,-1.8167914428100655,-0.6612580070524107;43.86500000000001,122.62,140.74;1;1867.277,1936.3544,1872.3085,1892.2583,1927.9464,1909.8141,1921.3885,1953.905;5.0;;
1p_2;260.0;110.0;100.0;230.0;1.702124139177739,-1.702124139177739,-0.7937135212290641;43.86500000000001,122.62,140.74;1;1867.668,1932.3844,1872.7014,1888.6969,1922.0759,1910.8666,1915.7195,1955.1932;5.0;;
1p_2;260.0;110.0;100.0;240.0;1.5835145342643517,-1.5835145342643517,-0.9142425426232077;43.86500000000001,122.62,140.74;1;1869.515,1928.4926,1874.377,1883.8898,1915.51,1911.4984,1909.3916,1956.2877;5.0;;
1p_2;260.0;110.0;100.0;250.0;1.4615151460729763,-1.4615151460729763,-1.023363922487963;43.86500000000001,122.62,140.74;1;1872.4976,1925.3815,1877.6334,1880.679,1909.2288,1911.8796,1902.9523,1956.3096;5.0;;
1p_2;260.0;160.0;100.0;110.0;-1.4615151460729765,1.4615151460729767,-1.0233639224879634;-6.134999999999991,122.62,140.74;1;1641.4679,1976.5638,1641.4852,1931.4014,1667.2485,1897.1774,1666.5684,1941.9385;5.0;;
1p_2;260.0;160.0;100.0;120.0;-1.5835145342643513,1.5835145342643513,-0.914242542623208;-6.134999999999991,122.62,140.74;1;1634.1719,1976.8505,1633.4606,1933.0021,1670.3066,1900.2285,1669.517,1944.4382;5.0;;
1p_2;260.0;160.0;100.0;130.0;-1.7021241391777393,1.7021241391777393,-0.7937135212290645;-6.134999999999991,122.62,140.74;1;1626.9514,1976.2537,1625.5371,1932.7916,1672.1321,1903.5182,1671.9651,1947.2023;5.0;;
1p_2;260.0;160.0;100.0;140.0;-1.8167914428100647,1.8167914428100647,-0.6612580070524112;-6.134999999999991,122.62,140.74;1;1619.9929,1975.3994,1618.3441,1931.541,1673.0171,1907.8173,1672.2905,1951.3413;5.0;;
1p_2;260.0;160.0;100.0;150.0;-1.926874507676449,1.9268745076764493,-0.5163044682480216;-6.134999999999991,122.62,140.74;1;1613.4373,1973.1653,1611.6383,1929.257,1672.1516,1911.695,1672.2196,1954.7333;5.0;;
1p_2;260.0;160.0;100.0;160.0;-2.0316234541167613,2.0316234541167613,-0.35823002960091005;-6.134999999999991,122.62,140.74;1;1607.7765,1970.5338,1605.6371,1926.9403,1670.5012,1915.0325,1670.4525,1958.6389;5.0;;
1p_2;260.0;160.0;100.0;170.0;-2.1301581545216086,2.1301581545216086,-0.18636469003794207;-6.134999999999991,122.62,140.74;1;1602.5952,1967.4266,1600.2737,1924.1649,1668.1782,1919.4305,1668.0994,1961.7179;5.0;;
1p_2;260.0;160.0;100.0;180.0;2.221441469079183,-2.221441469079183,0.0;-6.134999999999991,122.62,140.74;1;1598.7585,1963.574,1596.3785,1920.6796,1664.0731,1922.3423,1664.5132,1965.1436;5.0;;
1p_2;260.0;160.0;100.0;190.0;2.1301581545216086,-2.1301581545216086,-0.18636469003794462;-6.134999999999991,122.62,140.74;1;1596.1039,1959.6411,1593.362,1916.6184,1659.2659,1925.3541,1660.1394,1967.7256;5.0;;
1p_2;260.0;160.0;100.0;200.0;2.0316234541167617,-2.0316234541167617,-0.358230029600911;-6.134999999999991,122.62,140.74;1;1594.4926,1955.7135,1591.6876,1912.4707,1653.8435,1926.7279,1654.9341,1970.07;5.0;;
1p_2;260.0;160.0;100.0;210.0;1.9268745076764489,-1.9268745076764489,-0.5163044682480217;-6.134999999999991,122.62,140.74;1;1594.5536,1952.1168,1591.1843,1908.2604,1647.7993,1928.6357,1649.2203,1971.9027;5.0;;
1p_2;260.0;160.0;100.0;220.0;1.8167914428100655,-1.8167914428100655,-0.6612580070524107;-6.134999999999991,122.62,140.74;1;1595.44,1947.7391,1592.6404,1903.8175,1641.2502,1929.947,1643.0881,1973.1052;5.0;;
1p_2;260.0;160.0;100.0;230.0;1.702124139177739,-1.702124139177739,-0.7937135212290641;-6.134999999999991,122.62,140.74;1;1597.4667,1944.0354,1594.3629,1899.4608,1634.4115,1930.083,1636.979,1973.5474;5.0;;
1p_2;260.0;160.0;100.0;240.0;1.5835145342643517,-1.5835145342643517,-0.9142425426232077;-6.134999999999991,122.62,140.74;1;1601.4418,1941.9037,1597.7366,1895.7028,1627.3689,1929.9824,1630.1577,1974.3728;5.0;;
1p_2;260.0;160.0;100.0;250.0;1.4615151460729763,-1.4615151460729763,-1.023363922487963;-6.134999999999991,122.62,140.74;1;1605.5548,1937.9153,1603.0,1893.0,1620.0,1927.0,1623.7942,1972.4977;5.0;;
1p_2;210.0;160.0;100.0;110.0;-1.4615151460729765,1.4615151460729767,-1.0233639224879634;-6.134999999999991,72.62,140.74;1;1640.2529,1753.378,1639.6504,1687.706,1669.1042,1659.6113,1668.5055,1722.7097;5.0;;
1p_2;210.0;160.0;100.0;120.0;-1.5835145342643513,1.5835145342643513,-0.914242542623208;-6.134999999999991,72.62,140.74;1;1631.9182,1753.9432,1630.9702,1687.9468,1672.3073,1662.1564,1672.2998,1724.5933;5.0;;
1p_2;210.0;160.0;100.0;130.0;-1.7021241391777393,1.7021241391777393,-0.7937135212290645;-6.134999999999991,72.62,140.74;1;1623.407,1753.2238,1622.3394,1687.9265,1674.1128,1665.0458,1674.1136,1728.1416;5.0;;
1p_2;210.0;160.0;100.0;140.0;-1.8167914428100647,1.8167914428100647,-0.6612580070524112;-6.134999999999991,72.62,140.74;1;1615.2793,1751.7814,1613.9766,1686.987,1675.3384,1667.9774,1675.1149,1730.7549;5.0;;
1p_2;210.0;160.0;100.0;150.0;-1.926874507676449,1.9268745076764493,-0.5163044682480216;-6.134999999999991,72.62,140.74;1;1607.9585,1750.1694,1606.1842,1686.1101,1674.7026,1671.4426,1674.7826,1733.9536;5.0;;
1p_2;210.0;160.0;100.0;160.0;-2.0316234541167613,2.0316234541167613,-0.35823002960091005;-6.134999999999991,72.62,140.74;1;1601.4281,1747.7273,1599.3911,1684.0962,1673.0146,1674.0339,1673.1453,1737.2101;5.0;;
1p_2;210.0;160.0;100.0;170.0;-2.1301581545216086,2.1301581545216086,-0.18636469003794207;-6.134999999999991,72.62,140.74;1;1595.8334,1745.3746,1593.5966,1681.8019,1669.7794,1677.2173,1670.2501,1740.0426;5.0;;
1p_2;210.0;160.0;100.0;180.0;2.221441469079183,-2.221441469079183,0.0;-6.134999999999991,72.62,140.74;1;1591.7313,1742.1332,1589.003,1678.9547,1665.8042,1679.5675,1666.4646,1742.867;5.0;;
1p_2;210.0;160.0;100.0;190.0;2.1301581545216086,-2.1301581545216086,-0.18636469003794462;-6.134999999999991,72.62,140.74;1;1588.7382,1738.5856,1585.7184,1675.711,1660.1136,1681.6396,1661.2266,1745.4702;5.0;;
1p_2;210.0;160.0;100.0;200.0;2.0316234541167617,-2.0316234541167617,-0.358230029600911;-6.134999999999991,72.62,140.74;1;1587.3082,1735.3705,1583.9071,1672.7449,1654.1122,1683.7659,1655.5745,1747.5238;5.0;;
1p_2;210.0;160.0;100.0;210.0;1.9268745076764489,-1.9268745076764489,-0.5163044682480217;-6.134999999999991,72.62,140.74;1;1586.79,1731.5521,1583.8511,1668.9397,1647.069,1684.965,1648.9015,1749.2532;5.0;;
1p_2;210.0;160.0;100.0;220.0;1.8167914428100655,-1.8167914428100655,-0.6612580070524107;-6.134999999999991,72.62,140.74;1;1588.4192,1728.5457,1585.0925,1665.622,1639.5234,1685.7688,1641.8849,1750.31;5.0;;
1p_2;210.0;160.0;100.0;230.0;1.702124139177739,-1.702124139177739,-0.7937135212290641;-6.134999999999991,72.62,140.74;1;1590.545,1725.0981,1587.7465,1662.318,1632.2144,1686.4384,1634.8451,1750.9993;5.0;;
1p_2;210.0;160.0;100.0;240.0;1.5835145342643517,-1.5835145342643517,-0.9142425426232077;-6.134999999999991,72.62,140.74;1;1594.5428,1722.1304,1591.7605,1659.0225,1624.3716,1685.6727,1627.2826,1750.7504;5.0;;
1p_2;210.0;160.0;100.0;250.0;1.4615151460729763,-1.4615151460729763,-1.023363922487963;-6.134999999999991,72.62,140.74;1;1599.4342,1719.6064,1596.9576,1656.9662,1616.4998,1685.0297,1620.3538,1749.9897;5.0;;
1p_2;160.0;160.0;100.0;110.0;-1.4615151460729765,1.4615151460729767,-1.0233639224879634;-6.134999999999991,22.620000000000005,140.74;1;1639.0,1448.0,1638.6754,1360.9816,1670.0239,1352.1006,1669.7782,1430.188;5.0;;
1p_2;160.0;160.0;100.0;120.0;-1.5835145342643513,1.5835145342643513,-0.914242542623208;-6.134999999999991,22.620000000000005,140.74;1;1629.8622,1444.6123,1629.7465,1360.907,1673.5896,1353.0505,1673.2847,1431.6505;5.0;;
1p_2;160.0;160.0;100.0;130.0;-1.7021241391777393,1.7021241391777393,-0.7937135212290645;-6.134999999999991,22.620000000000005,140.74;1;1620.6411,1444.452,1620.24,1361.4076,1675.9917,1353.9214,1676.0205,1432.4847;5.0;;
1p_2;160.0;160.0;100.0;140.0;-1.8167914428100647,1.8167914428100647,-0.6612580070524112;-6.134999999999991,22.620000000000005,140.74;1;1612.2599,1444.1436,1611.3888,1361.3309,1676.808,1354.873,1676.7378,1434.0835;5.0;;
1p_2;160.0;160.0;100.0;150.0;-1.926874507676449,1.9268745076764493,-0.5163044682480216;-6.134999999999991,22.620000000000005,140.74;1;1604.2788,1443.4482,1603.0297,1361.1726,1676.2476,1355.9874,1676.5372,1435.209;5.0;;
1p_2;160.0;160.0;100.0;160.0;-2.0316234541167613,2.0316234541167613,-0.35823002960091005;-6.134999999999991,22.620000000000005,140.74;1;1597.328,1442.2604,1595.5653,1360.6238,1674.3152,1356.7173,1674.8143,1436.584;5.0;;
1p_2;160.0;160.0;100.0;170.0;-2.1301581545216086,2.1301581545216086,-0.18636469003794207;-6.134999999999991,22.620000000000005,140.74;1;1591.1931,1440.911,1589.4825,1360.1422,1670.9785,1357.7965,1672.1093,1438.0684;5.0;;
1p_2;160.0;160.0;100.0;180.0;2.221441469079183,-2.221441469079183,0.0;-6.134999999999991,22.620000000000005,140.74;1;1586.5549,1439.5039,1584.5985,1359.3367,1666.5438,1358.7373,1667.9583,1439.3242;5.0;;
1p_2;160.0;160.0;100.0;190.0;2.1301581545216086,-2.1301581545216086,-0.18636469003794462;-6.134999999999991,22.620000000000005,140.74;1;1583.5693,1438.1979,1581.3275,1358.3407,1660.9071,1359.1271,1662.508,1440.4025;5.0;;
1p_2;160.0;160.0;100.0;200.0;2.0316234541167617,-2.0316234541167617,-0.358230029600911;-6.134999999999991,22.620000000000005,140.74;1;1581.774,1436.3901,1579.5775,1357.4185,1654.135,1359.8015,1655.9938,1441.4875;5.0;;
1p_2;160.0;160.0;100.0;210.0;1.9268745076764489,-1.9268745076764489,-0.5163044682480217;-6.134999999999991,22.620000000000005,140.74;1;1581.6593,1435.2142,1579.4637,1356.319,1646.7236,1359.9592,1648.7286,1442.47;5.0;;
1p_2;160.0;160.0;100.0;220.0;1.8167914428100655,-1.8167914428100655,-0.6612580070524107;-6.134999999999991,22.620000000000005,140.74;1;1583.3564,1433.6661,1580.8431,1354.902,1638.7327,1360.3832,1641.0486,1442.9749;5.0;;
1p_2;160.0;160.0;100.0;230.0;1.702124139177739,-1.702124139177739,-0.7937135212290641;-6.134999999999991,22.620000000000005,140.74;1;1586.1775,1432.0823,1583.8337,1354.1124,1630.6097,1360.3303,1633.0646,1443.4467;5.0;;
1p_2;160.0;160.0;100.0;240.0;1.5835145342643517,-1.5835145342643517,-0.9142425426232077;-6.134999999999991,22.620000000000005,140.74;1;1590.4425,1430.9944,1587.8145,1353.3036,1622.194,1360.1031,1624.9845,1443.4564;5.0;;
1p_2;160.0;160.0;100.0;250.0;1.4615151460729763,-1.4615151460729763,-1.023363922487963;-6.134999999999991,22.620000000000005,140.74;1;1596.0,1430.0,1594.0,1353.0,1614.3066,1360.4792,1616.8182,1443.2672;5.0;;
1p_2;110.0;160.0;100.0;110.0;-1.4615151460729765,1.4615151460729767,-1.0233639224879634;-6.134999999999991,-27.379999999999995,140.74;1;1638.5549,1089.7452,1638.9288,1007.8114,1669.4152,1023.44415,1669.4358,1100.4644;5.0;;
1p_2;110.0;160.0;100.0;120.0;-1.5835145342643513,1.5835145342643513,-0.914242542623208;-6.134999999999991,-27.379999999999995,140.74;1;1629.6132,1089.8481,1629.5392,1007.9621,1673.2114,1022.35126,1673.103,1099.397;5.0;;
1p_2;110.0;160.0;100.0;130.0;-1.7021241391777393,1.7021241391777393,-0.7937135212290645;-6.134999999999991,-27.379999999999995,140.74;1;1620.5205,1090.3448,1620.4816,1008.53613,1675.3082,1020.8845,1675.6633,1098.1394;5.0;;
1p_2;110.0;160.0;100.0;140.0;-1.8167914428100647,1.8167914428100647,-0.6612580070524112;-6.134999999999991,-27.379999999999995,140.74;1;1611.6616,1090.5187,1611.6661,1009.3333,1676.0626,1019.0588,1676.6681,1096.9249;5.0;;
1p_2;110.0;160.0;100.0;150.0;-1.926874507676449,1.9268745076764493,-0.5163044682480216;-6.134999999999991,-27.379999999999995,140.74;1;1603.7135,1091.054,1603.5325,1010.4744,1675.4843,1017.54816,1676.3995,1095.5684;5.0;;
1p_2;110.0;160.0;100.0;160.0;-2.0316234541167613,2.0316234541167613,-0.35823002960091005;-6.134999999999991,-27.379999999999995,140.74;1;1596.7488,1091.7217,1596.3419,1011.68933,1673.691,1015.9444,1674.5665,1094.5332;5.0;;
1p_2;110.0;160.0;100.0;170.0;-2.1301581545216086,2.1301581545216086,-0.18636469003794207;-6.134999999999991,-27.379999999999995,140.74;1;1590.7203,1092.7919,1590.1622,1013.3668,1670.3792,1014.1322,1671.7325,1093.2523;5.0;;
1p_2;110.0;160.0;100.0;180.0;2.221441469079183,-2.221441469079183,0.0;-6.134999999999991,-27.379999999999995,140.74;1;1586.1279,1094.2327,1585.457,1015.30023,1666.1958,1012.8146,1667.4543,1092.4608;5.0;;
1p_2;110.0;160.0;100.0;190.0;2.1301581545216086,-2.1301581545216086,-0.18636469003794462;-6.134999999999991,-27.379999999999995,140.74;1;1583.1754,1095.5125,1582.2656,1017.1228,1660.5061,1011.6183,1662.2021,1091.5837;5.0;;
1p_2;110.0;160.0;100.0;200.0;2.0316234541167617,-2.0316234541167617,-0.358230029600911;-6.134999999999991,-27.379999999999995,140.74;1;1581.5007,1097.2046,1580.6051,1018.8126,1653.9083,1010.4287,1655.8625,1090.7911;5.0;;
1p_2;110.0;160.0;100.0;210.0;1.9268745076764489,-1.9268745076764489,-0.5163044682480217;-6.134999999999991,-27.379999999999995,140.74;1;1581.4404,1098.5775,1580.1982,1020.74786,1646.538,1009.6731,1648.6682,1090.518;5.0;;
1p_2;110.0;160.0;100.0;220.0;1.8167914428100655,-1.8167914428100655,-0.6612580070524107;-6.134999999999991,-27.379999999999995,140.74;1;1583.0782,1099.7091,1581.5693,1022.56213,1638.5784,1009.1731,1640.74,1090.4475;5.0;;
1p_2;110.0;160.0;100.0;230.0;1.702124139177739,-1.702124139177739,-0.7937135212290641;-6.134999999999991,-27.379999999999995,140.74;1;1585.7225,1101.131,1584.3765,1024.3894,1630.6727,1008.80304,1632.5936,1090.795;5.0;;
1p_2;110.0;160.0;100.0;240.0;1.5835145342643517,-1.5835145342643517,-0.9142425426232077;-6.134999999999991,-27.379999999999995,140.74;1;1590.1373,1102.4247,1588.5663,1025.672,1622.4434,1008.91504,1624.4637,1090.6814;5.0;;
1p_2;110.0;160.0;100.0;250.0;1.4615151460729763,-1.4615151460729763,-1.023363922487963;-6.134999999999991,-27.379999999999995,140.74;1;1596.0,1103.0,1591.6107,1028.64,1614.5896,1009.897,1616.4398,1091.4589;5.0;;
